CHARGE1STATUTE,CHARGE1DESCRIPTION,OffenseDescription,OffenseDescription2,OffenseType,OffenseTypeSort
720 ILCS 5.0/11-1.60-B,AGG CRIM SEX AB/VIC <18/FAMILY,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-B,AGG CRIM SEX AB/VIC <18/FAMILY (ATTEMPT),Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-C-1-I,AGG CRIM SEX ABUSE/VICTIM <13,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-C-1-I,AGG CRIM SEX ABUSE/VICTIM <13 (ATTEMPT),Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-C-1-II,AGG CRIM SEX ABUSE/VIC 13-17,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-C-1-II,AGG CRIM SEX ABUSE/VIC 13-17 (ATTEMPT),Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-C-2-I,AGG CRIM SEX ABUSE/VICTIM <9,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-C-2-II,AGG CRIM SEX AB/VIC 9-17/FORCE,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-C-2-II,AGG CRIM SEX AB/VIC 9-17/FORCE (ATTEMPT),Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-D,AGG CRIM SX AB/<5 YR OLDER VIC,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-F,AGG CRIM SX AB/VIC 13<18/TRUST,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-1.60-F,AGG CRIM SX AB/VIC<18/TRUST,Aggravated criminal sexual abuse,Criminal sexual abuse/aggravated criminal sexual abuse,Person offense,1
720 ILCS 5.0/11-14-A,PROSTITUTION,Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14-A,PROSTITUTION (ATTEMPT),Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14-A,PROSTITUTION (CONSPIRACY),Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14-A,PROSTITUTION (SOLICITATION),Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.1-A,SOL SEX ACT <18/INTEL DISABL,Solicitation of a sexual act,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.1-A,SOLICITATION - SEX ACT,Solicitation of a sexual act,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.1-A,SOLICITATION - SEX ACT (SOLICITATION),Solicitation of a sexual act,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.1-A,SOLICITATION OF A SEXUAL ACT,Solicitation of a sexual act,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.1-A,SOLICITATION OF A SEXUAL ACT   (ATTEMPT),Solicitation of a sexual act,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.1-A,SOLICITATION OF A SEXUAL ACT   (SOLICITATION),Solicitation of a sexual act,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.3-A-1,PROMOTING PROS/ADVANCE/2+,Promoting prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.3-A-1,PROMOTING PROSTITUTION/ADVANCE,Promoting prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.3-A-2-A,PROMOTING PROS/PROFIT/COMPEL,Promoting prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.3-A-2-B,PROMOTING PROS/PROFIT/ARRANGE,Promoting prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.4-A-1,PROM JUV PRO/MINOR <18/SCHOOL,Promoting prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-14.4-A-2,PROM JUV PRO/MINOR/PROFIT/2+,Promoting prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-15-A-1,PROSTITUTION - SOLICITING FOR PROSTITUTE,Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-17-A-1,PROSTITUTION - KEEP PLACE OF/CERTAINTY,Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-18-A-1,PATRONIZE PROSTITUTE/SEX,Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-18-A-1,PROSTITUTION - PATRONIZE PROSTITUTE,Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-18-A-1,PROSTITUTION - PATRONIZE PROSTITUTE (SOLICITATION),Prostitution,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-20-A-1,OBSCENITY - SELL DELIVER,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-20-A-3,OBSCENITY -  PUBLISH /EXHIBIT,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-20-A-4,OBSCENITY - PERFORM,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-20.1-A-1,CHILD PORN/MOVING DEPICTION,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-1,CHILD PORNOGRAPHY/PHOTOGRAPH,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-1,CHILD PORNOGRAPHY/PHOTOGRAPH   (SOLICITATION),Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-1,CHILD PORNOGRAPHY/VICTIM <13,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-1-I,CHILD PORN/PERS/ANIM/MOV DPTN,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-1-VII,CHILD PORN/EXHIBITION/MOV DPTN,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-1-VII,CHILD PORN/POSE/EXHIBITION,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-2,CHIL PORN/REPRODUCE/VIC<13/PRI,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-2,CHILD PORN/REPRODUCE/MOV DPTN,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-2,CHILD PORN/REPRODUCE/SELL,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-2,CHILD PORN/REPRODUCE/VIC <13,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-3,CHILD PORN/PRODUCE PERF/PHOTO,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-4,CHILD PORN/SOL CHILD/MOV DPTN,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-4,CHILD PORN/SOL CHILD/PHOTO,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-4,CHILD PORN/SOL CHILD/VIC <13,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-5,CHIL PORN/PARENT PRMT/VIC <13,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-6,CHIL PORN/PHOTO/VIC <13/PRI,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-6,CHILD PORN/POSS FILM/PHOTOS,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-6,CHILD PORN/POSS PHOTO/VIC <13,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1-A-6,CHILD PORN/POSS/MOVING DPTN,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1B-A-6,AGG CHILD PORN/POSS FILM/PHOTO,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-20.1B(a)(1)(vii),AGG CHILD PORN/LEWD EXHIBITION,Child pornography,Child pornography,Person offense,1
720 ILCS 5.0/11-21,HARMFUL MATERIAL - SELL/DISTRIBUTE  TO <18,Other offense,Other public order offense,Public order offense,6
720 ILCS 5.0/11-21-B-1-A,DISTRIB EXPLICIT MAT TO MINOR,Other offense,Other public order offense,Public order offense,6
720 ILCS 5.0/11-21-B-1-A,DISTRIB EXPLICIT MAT/MINOR/2+,Other offense,Other public order offense,Public order offense,6
720 ILCS 5.0/11-21-B-1-B,DISTRIB SEX SHOW TO MINOR,Other offense,Other public order offense,Public order offense,6
720 ILCS 5.0/11-21-G,DISTRIB HARMFUL MAT TO MINOR,Other offense,Other public order offense,Public order offense,6
720 ILCS 5.0/11-21-G,MANUF HARMFUL MAT/WEBCAM/DVC,Non-consensual dissemination of private sexual images,Other sex offense,Person offense,1
720 ILCS 5.0/11-23.5-B,NONCONSENTUAL DISSM SEX IMAGE,Non-consensual dissemination of private sexual images,Other sex offense,Person offense,1
720 ILCS 5.0/11-23.5-B,NONCONSENTUAL DISSM SEX IMAGE (ATTEMPT),Non-consensual dissemination of private sexual images,Other sex offense,Person offense,1
720 ILCS 5.0/11-25-A,GROOMING,Grooming,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-26-A,TRAVELING TO MEET A MINOR,Traveling to meet a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-30-A-1,PUB INDECENCY/SEX/SCH GROUNDS,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-30-A-1,PUBLIC INDECENCY/SEX CONDUCT,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-30-A-2,PUB INDECENCY/EXPOSURE/SCHOOL,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-30-A-2,PUBLIC INDECENCY/EXPOSURE/3+,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-30-A-2,PUBLIC INDECENCY/LEWD EXPOSURE,Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-30-A-2,PUBLIC INDECENCY/LEWD EXPOSURE (SOLICITATION),Public indecency,Other sex offense,Person offense,1
720 ILCS 5.0/11-6-A,INDECENT SOL/AGG CRIM SEX AB,Indecent solicitation of an adult,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-6-A,INDECENT SOL/CRIM SEX ASSAULT,Indecent solicitation of an adult,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-6-A,INDECENT SOLICITATION PREDITORY/AGG SEX,Indecent solicitation of an adult,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-6-A-5,INDECENT SOL/CHILD/INTERNET,Indecent solicitation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-6.5-A-1-II,INDECENT SOLICIT ADULT/13<17/PENETRATE,Indecent solicitation of an adult,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-6.5-A-2-I,INDECENT SOL ADULT/<13/CONDUCT,Indecent solicitation of an adult,Prostitution-related offenses,Person offense,1
720 ILCS 5.0/11-6.6-A,SOL TO MEET A CHILD/5YR+ OLDER,Solicitation to meet a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-6.6-A,SOLICITATION TO MEET A CHILD,Solicitation to meet a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-1,EXPLOITATION CHILD/SEX ACT/2ND,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-1,SEX EXPLOIT CHILD/SEX ACT/SCH,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-1,SEXUAL EXPLOITATION OF A CHILD/13/SEX ACT,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-1,SEXUAL EXPLOITATION OF CHILD/SEX ACT,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-1,SEXUAL EXPLOITATION OF CHILD/SEX ACT (ATTEMPT),Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-2,EXPLOIT CHILD<13/EXPOSE SELF,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-2,SEXUAL EXPLOITATION OF CHILD/EXPOSE ORGANS,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-2,SEXUAL EXPLOITATION OF CHILD/EXPOSE ORGANS/2ND,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-5,ENTICE CHIL REMOVE CLOTHES/SCH,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1-A-5,ENTICE CHILD TO REMOVE CLOTHES,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.1A-A,PERMIT SEXUAL ABUSE OF CHILD,Sexual explotation of a child,Sex offenses involving children,Person offense,1
720 ILCS 5.0/11-9.3-A,CHILD SEX OFFENDER/SCHOOL ZONE,Child sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/11-9.3-A-10,CHILD SEX OFFENDER/PUBLIC PARK,Child sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/11-9.3-B-10,CHIL SEX OFFEN/RESIDE DAY CARE,Sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/11-9.3-B-5,CHILD SEX OFFENDER/RESIDE 500',Child sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/11-9.3(B-5),CHILD SEX OFFENDER RESIDING W/IN 500 FT OF SCHOOL,Child sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/11-9.4-1-B,SEX PREDATOR/PUBLIC PARK,Sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/11-9.4-1-C,SEX PRED/LOITER PUBLIC PARK,Sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/11-9.4-1-C,SEX PRED/LOITER PUBLIC PARK/2+,Sex offender in prohibited area,Other sex offense,Person offense,1
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,Assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE (ATTEMPT),Assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-11-A-1,HOME INVASION - ARMED/FORCE,Home invasion with a firearm,Home invasion with a firearm,Property offense,2
720 ILCS 5.0/12-11-A-2,HOME INVASION - CAUSE INJURY,Home invasion with a firearm,Home invasion with a firearm,Property offense,2
720 ILCS 5.0/12-11-A-3,HOME INVASION/ARMED W/FIREARM,Home invasion with a firearm,Home invasion with a firearm,Property offense,2
720 ILCS 5.0/12-11.1,VEHICULAR INVASION,Vehicular hijacking,Vehicular hijacking/aggravated vehicular hijacking,Person offense,1
720 ILCS 5.0/12-2-A,AGGRAVATED ASSAULT/PUBLIC PROP,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-A-16,AGG ASSAULT/POLICE/SHERIFF EMP,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-A-6,AGG ASSAULT- VOLUNTEER,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-A-6,AGG ASSAULT/OFFICER/FIREARM,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-A-6,AGG ASSAULT/PRIVATE SEC OFF,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-1,AGG ASSAULT HANDICAPPED/60+,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-2,AGG ASSAULT TEACHER/SCHOOL EMP,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-3,AGG ASSAULT/PARK DISTRICT EMP,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-4,AGG ASSAULT VOL/PRIV SEC OFF/UTIL,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-4,AGG ASSAULT VOLUNTEER W/ WEAPON,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-4.1,AGG ASSAULT PEACE OFF/FIRE/ER WRK,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-6,AGG ASSAULT/DHS EMPLOYEE,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE IL EMP/WEAPON,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-8,AGG ASSAULT/TRANSIT EMPLOYEE,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-B-9,AGG ASSAULT SPORTS OFFICIAL/COACH,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON (ATTEMPT),Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON (CONSPIRACY),Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON (SOLICITATION),Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-2,AGG ASSAULT/DISCHARGE FIREARM,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-3,AGG ASSAULT/DISCH FIR/MTR VEHICLE,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-4,AGG ASSAULT/WEAR HOOD/ROBE,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-5,AGG ASSAULT/SHINE FLASH/LASER,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-6,AGG ASSAULT/USE FIR/PEACE OFF,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-7,AGG ASSAULT/OP MOTOR VEH/STRUCK,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-7,AGG ASSAULT/OP MOTOR VEH/STRUCK (ATTEMPT),Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-2-C-8,AGG ASSAULT/OP MOTOR VEH/PC OFF,Aggravated assault,Assault/aggravated assault,Person offense,1
720 ILCS 5.0/12-20.5,DISMEMBERING A HUMAN BODY,Dismembering a human body,Failing to report a death,Person offense,1
720 ILCS 5.0/12-21.5-A,CHILD ABANDONMENT,Child abduction,Offenses harming children,Person offense,1
720 ILCS 5.0/12-21.6-5-B,PARENT LEAVE MINOR/SEX OFFEN,Other offense,Other public order offense,Public order offense,6
720 ILCS 5.0/12-21.6-A,ENDANGER LIFE - HEALTH CHILD,Other offense,Other public order offense,Public order offense,6
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,Battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM (ATTEMPT),Battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM (SOLICITATION),Battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,Battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT (ATTEMPT),Battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-1,AGG BATTERY/GREAT BODILY HARM,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-1,AGG BTRY/GRT BOD HARM/TORTURE,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-2,AGG BTRY/GRT BOD HARM/FLAM SUB,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-4,AGG BTRY/GREAT BOD HARM/60+,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-5,AGG BTRY/STRANGLE/DANG INSTRUM,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-5,AGG BTRY/STRANGLE/GRT BOD HARM,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-5,AGG BTRY/STRANGLE/PREV CONV,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-A-5,AGGRAVATED BATTERY/STRANGLE,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-B-1,AGG BTRY/CHILD <13/PERM DISABL,Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
720 ILCS 5.0/12-3.05-B-1,AGG BTRY/CHILD <13/PERM DISABL (SOLICITATION),Aggravated battery,Battery/aggravated battery/henious battery,Person offense,1
